[2024-09-17 00:04:56:1447513][clientInboundChannel-241] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getProductByProductId' task was executed successfully by ProductServiceImpl: 'getProductByProductId', estimated time: 3 ms, used memory: 0 bytes
[2024-09-17 00:04:56:1447513][clientInboundChannel-241] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: suwan
[2024-09-17 00:04:56:1447514][clientInboundChannel-241] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='suwan'
[2024-09-17 00:04:56:1447515][clientInboundChannel-241] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 2 ms, used memory: 99928 bytes
[2024-09-17 00:04:56:1447515][clientInboundChannel-241] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ChatServiceImpl.createChat' task with parameters: dto: ChatRequestDTO(owner=1, productId=1, message=텔미텔미)
[2024-09-17 00:04:56:1447516][clientInboundChannel-241] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:04:56:1447517][clientInboundChannel-241] INFO  p6spy - took 0 ms | select product0_.id as id1_4_0_, product0_.createdAt as createda2_4_0_, product0_.modifiedAt as modified3_4_0_, product0_.content as content4_4_0_, product0_.name as name5_4_0_, product0_.price as price6_4_0_, product0_.seller_id as seller_i8_4_0_, product0_.title as title7_4_0_ from Product product0_ where product0_.id=1
[2024-09-17 00:04:56:1447519][clientInboundChannel-241] INFO  p6spy - took 0 ms | insert into Chat (createdAt, modifiedAt, delete_yn, message, owner_id, product_id, sendDate) values ('2024-09-17T00:04:56.332+0900', '2024-09-17T00:04:56.332+0900', false, '텔미텔미', 1, 1, '2024-09-17T00:04:56.332+0900')
[2024-09-17 00:04:56:1447519][clientInboundChannel-241] INFO  o.threefour.ddip.aop.LoggingAspect - 'ChatServiceImpl.createChat' task was executed successfully by ChatServiceImpl: 'createChat', estimated time: 4 ms, used memory: 114672 bytes
[2024-09-17 00:04:56:1447526][clientInboundChannel-241] INFO  p6spy - took 7 ms | 
[2024-09-17 00:04:59:1450199][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms/2'
[2024-09-17 00:04:59:1450203][http-nio-8080-exec-3] INFO  p6spy - took 0 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, product1_.title as col_2_0_, product1_.seller_id as col_3_0_, chat0_.owner_id as col_4_0_, chat0_.sendDate as col_5_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member2_ on (member2_.id=product1_.seller_id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member4_ on chat0_.owner_id=member4_.id where chat0_.product_id=2 and chat0_.delete_yn=0 order by chat0_.id
[2024-09-17 00:04:59:1450205][http-nio-8080-exec-3] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:04:59:1450206][http-nio-8080-exec-3] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:04:59:1450206][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms/2', status code: 200, estimated time: 7ms, used memory: 481120 bytes
[2024-09-17 00:05:00:1451598][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms/1'
[2024-09-17 00:05:00:1451602][http-nio-8080-exec-1] INFO  p6spy - took 1 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, product1_.title as col_2_0_, product1_.seller_id as col_3_0_, chat0_.owner_id as col_4_0_, chat0_.sendDate as col_5_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member2_ on (member2_.id=product1_.seller_id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member4_ on chat0_.owner_id=member4_.id where chat0_.product_id=1 and chat0_.delete_yn=0 order by chat0_.id
[2024-09-17 00:05:00:1451603][http-nio-8080-exec-1] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:05:00:1451604][http-nio-8080-exec-1] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:05:00:1451605][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms/1', status code: 200, estimated time: 7ms, used memory: 107120 bytes
[2024-09-17 00:05:03:1454582][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms/2'
[2024-09-17 00:05:03:1454588][http-nio-8080-exec-2] INFO  p6spy - took 1 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, product1_.title as col_2_0_, product1_.seller_id as col_3_0_, chat0_.owner_id as col_4_0_, chat0_.sendDate as col_5_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member2_ on (member2_.id=product1_.seller_id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member4_ on chat0_.owner_id=member4_.id where chat0_.product_id=2 and chat0_.delete_yn=0 order by chat0_.id
[2024-09-17 00:05:03:1454589][http-nio-8080-exec-2] INFO  p6spy - took 1 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:05:03:1454591][http-nio-8080-exec-2] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:05:03:1454592][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms/2', status code: 200, estimated time: 9ms, used memory: 414848 bytes
[2024-09-17 00:05:06:1457461][http-nio-8080-exec-10] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: duwan
[2024-09-17 00:05:06:1457464][http-nio-8080-exec-10] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='duwan'
[2024-09-17 00:05:06:1457464][http-nio-8080-exec-10] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 3 ms, used memory: 0 bytes
[2024-09-17 00:05:06:1457465][clientInboundChannel-226] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getProductByProductId' task with parameters: productId: 2
[2024-09-17 00:05:06:1457467][clientInboundChannel-226] INFO  p6spy - took 0 ms | select product0_.id as id1_4_0_, product0_.createdAt as createda2_4_0_, product0_.modifiedAt as modified3_4_0_, product0_.content as content4_4_0_, product0_.name as name5_4_0_, product0_.price as price6_4_0_, product0_.seller_id as seller_i8_4_0_, product0_.title as title7_4_0_ from Product product0_ where product0_.id=2
[2024-09-17 00:05:06:1457468][clientInboundChannel-226] INFO  p6spy - took 0 ms | 
[2024-09-17 00:05:06:1457469][clientInboundChannel-226] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getProductByProductId' task was executed successfully by ProductServiceImpl: 'getProductByProductId', estimated time: 4 ms, used memory: 0 bytes
[2024-09-17 00:05:06:1457469][clientInboundChannel-226] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: duwan
[2024-09-17 00:05:06:1457470][clientInboundChannel-226] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='duwan'
[2024-09-17 00:05:06:1457470][clientInboundChannel-226] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 1 ms, used memory: 112672 bytes
[2024-09-17 00:05:06:1457471][clientInboundChannel-226] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ChatServiceImpl.createChat' task with parameters: dto: ChatRequestDTO(owner=2, productId=2, message=에스파?)
[2024-09-17 00:05:06:1457471][clientInboundChannel-226] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:05:06:1457472][clientInboundChannel-226] INFO  p6spy - took 0 ms | select product0_.id as id1_4_0_, product0_.createdAt as createda2_4_0_, product0_.modifiedAt as modified3_4_0_, product0_.content as content4_4_0_, product0_.name as name5_4_0_, product0_.price as price6_4_0_, product0_.seller_id as seller_i8_4_0_, product0_.title as title7_4_0_ from Product product0_ where product0_.id=2
[2024-09-17 00:05:06:1457474][clientInboundChannel-226] INFO  p6spy - took 0 ms | insert into Chat (createdAt, modifiedAt, delete_yn, message, owner_id, product_id, sendDate) values ('2024-09-17T00:05:06.287+0900', '2024-09-17T00:05:06.287+0900', false, '에스파?', 2, 2, '2024-09-17T00:05:06.287+0900')
[2024-09-17 00:05:06:1457474][clientInboundChannel-226] INFO  o.threefour.ddip.aop.LoggingAspect - 'ChatServiceImpl.createChat' task was executed successfully by ChatServiceImpl: 'createChat', estimated time: 3 ms, used memory: 144040 bytes
[2024-09-17 00:05:06:1457482][clientInboundChannel-226] INFO  p6spy - took 7 ms | 
[2024-09-17 00:05:12:1463396][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms/2'
[2024-09-17 00:05:12:1463400][http-nio-8080-exec-6] INFO  p6spy - took 0 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, product1_.title as col_2_0_, product1_.seller_id as col_3_0_, chat0_.owner_id as col_4_0_, chat0_.sendDate as col_5_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member2_ on (member2_.id=product1_.seller_id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member4_ on chat0_.owner_id=member4_.id where chat0_.product_id=2 and chat0_.delete_yn=0 order by chat0_.id
[2024-09-17 00:05:12:1463401][http-nio-8080-exec-6] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:05:12:1463401][http-nio-8080-exec-6] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:05:12:1463402][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms/2', status code: 200, estimated time: 6ms, used memory: 432480 bytes
