[2024-09-17 00:02:27:1298855][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chatrooms'
[2024-09-17 00:02:27:1298860][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chatrooms', status code: 200, estimated time: 5ms, used memory: 524288 bytes
[2024-09-17 00:02:27:1298869][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/jquery/jquery.min.js'
[2024-09-17 00:02:27:1298869][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Received request for '/css/bootstrap.min.css'
[2024-09-17 00:02:27:1298869][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/stomp-websocket/stomp.min.js'
[2024-09-17 00:02:27:1298869][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Received request for '/css/style.css'
[2024-09-17 00:02:27:1298869][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/sockjs-client/sockjs.min.js'
[2024-09-17 00:02:27:1298869][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/css/chat-list.css'
[2024-09-17 00:02:27:1298872][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/css/chat-list.css', status code: 200, estimated time: 3ms, used memory: 63808 bytes
[2024-09-17 00:02:27:1298872][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/stomp-websocket/stomp.min.js', status code: 200, estimated time: 3ms, used memory: 63808 bytes
[2024-09-17 00:02:27:1298872][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/css/style.css', status code: 200, estimated time: 3ms, used memory: 63808 bytes
[2024-09-17 00:02:27:1298872][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/sockjs-client/sockjs.min.js', status code: 200, estimated time: 3ms, used memory: 63808 bytes
[2024-09-17 00:02:27:1298872][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/css/bootstrap.min.css', status code: 200, estimated time: 3ms, used memory: 63808 bytes
[2024-09-17 00:02:27:1298873][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/jquery/jquery.min.js', status code: 200, estimated time: 4ms, used memory: 63808 bytes
[2024-09-17 00:02:27:1298874][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/js/chat-list.js'
[2024-09-17 00:02:27:1298874][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Received request for '/js/jquery-3.3.1.min.js'
[2024-09-17 00:02:27:1298874][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Received request for '/js/bootstrap.min.js'
[2024-09-17 00:02:27:1298875][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/js/jquery-3.3.1.min.js', status code: 200, estimated time: 1ms, used memory: 443936 bytes
[2024-09-17 00:02:27:1298876][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/js/bootstrap.min.js', status code: 200, estimated time: 1ms, used memory: 177640 bytes
[2024-09-17 00:02:27:1298889][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/js/chat-list.js', status code: 200, estimated time: 15ms, used memory: 443936 bytes
[2024-09-17 00:02:27:1298910][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/js/api.js'
[2024-09-17 00:02:27:1298912][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/js/api.js', status code: 200, estimated time: 2ms, used memory: 0 bytes
[2024-09-17 00:02:27:1298918][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/products'
[2024-09-17 00:02:27:1298918][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms'
[2024-09-17 00:02:27:1298921][http-nio-8080-exec-2] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getAllProductBySellerId' task with parameters: sellerId: 2
[2024-09-17 00:02:27:1298921][http-nio-8080-exec-7] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getAllProductBySellerId' task with parameters: sellerId: 2
[2024-09-17 00:02:27:1298921][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/sockjs-client/sockjs.min.js.map'
[2024-09-17 00:02:27:1298924][http-nio-8080-exec-7] INFO  p6spy - took 0 ms | select product0_.id as id1_4_, product0_.createdAt as createda2_4_, product0_.modifiedAt as modified3_4_, product0_.content as content4_4_, product0_.name as name5_4_, product0_.price as price6_4_, product0_.seller_id as seller_i8_4_, product0_.title as title7_4_ from Product product0_ left outer join Member member1_ on product0_.seller_id=member1_.id where member1_.id=2
[2024-09-17 00:02:27:1298924][http-nio-8080-exec-2] INFO  p6spy - took 0 ms | select product0_.id as id1_4_, product0_.createdAt as createda2_4_, product0_.modifiedAt as modified3_4_, product0_.content as content4_4_, product0_.name as name5_4_, product0_.price as price6_4_, product0_.seller_id as seller_i8_4_, product0_.title as title7_4_ from Product product0_ left outer join Member member1_ on product0_.seller_id=member1_.id where member1_.id=2
[2024-09-17 00:02:27:1298924][http-nio-8080-exec-7] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getAllProductBySellerId' task was executed successfully by ProductServiceImpl: 'getAllProductBySellerId', estimated time: 3 ms, used memory: 200352 bytes
[2024-09-17 00:02:27:1298924][http-nio-8080-exec-2] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getAllProductBySellerId' task was executed successfully by ProductServiceImpl: 'getAllProductBySellerId', estimated time: 3 ms, used memory: 200352 bytes
[2024-09-17 00:02:27:1298925][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/sockjs-client/sockjs.min.js.map', status code: 200, estimated time: 4ms, used memory: 200352 bytes
[2024-09-17 00:02:27:1298925][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/products', status code: 200, estimated time: 7ms, used memory: 975584 bytes
[2024-09-17 00:02:27:1298926][http-nio-8080-exec-2] INFO  p6spy - took 1 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, chat0_.sendDate as col_2_0_, chat0_.owner_id as col_3_0_, product1_.seller_id as col_4_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member2_ on chat0_.owner_id=member2_.id where chat0_.delete_yn=0 and chat0_.owner_id=2 and chat0_.sendDate=(select max(chat4_.sendDate) from Chat chat4_ where chat4_.product_id=chat0_.product_id and chat4_.owner_id=2 and chat4_.delete_yn=0)
[2024-09-17 00:02:27:1298927][http-nio-8080-exec-2] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:02:27:1298929][http-nio-8080-exec-2] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:02:27:1298930][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms', status code: 200, estimated time: 12ms, used memory: 975584 bytes
[2024-09-17 00:02:27:1298934][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Received request for '/img/trend/bs-1.jpg'
[2024-09-17 00:02:27:1298937][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/img/trend/bs-1.jpg', status code: 200, estimated time: 3ms, used memory: 203776 bytes
[2024-09-17 00:02:29:1300384][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms/2'
[2024-09-17 00:02:29:1300389][http-nio-8080-exec-1] INFO  p6spy - took 1 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, product1_.title as col_2_0_, product1_.seller_id as col_3_0_, chat0_.owner_id as col_4_0_, chat0_.sendDate as col_5_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member2_ on (member2_.id=product1_.seller_id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member4_ on chat0_.owner_id=member4_.id where chat0_.product_id=2 and chat0_.delete_yn=0 order by chat0_.id
[2024-09-17 00:02:29:1300390][http-nio-8080-exec-1] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:02:29:1300391][http-nio-8080-exec-1] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:02:29:1300392][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms/2', status code: 200, estimated time: 8ms, used memory: 409680 bytes
[2024-09-17 00:02:36:1307705][http-nio-8080-exec-8] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: duwan
[2024-09-17 00:02:36:1307708][http-nio-8080-exec-8] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='duwan'
[2024-09-17 00:02:36:1307708][http-nio-8080-exec-8] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 3 ms, used memory: 0 bytes
[2024-09-17 00:02:36:1307709][clientInboundChannel-206] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getProductByProductId' task with parameters: productId: 2
[2024-09-17 00:02:36:1307711][clientInboundChannel-206] INFO  p6spy - took 0 ms | select product0_.id as id1_4_0_, product0_.createdAt as createda2_4_0_, product0_.modifiedAt as modified3_4_0_, product0_.content as content4_4_0_, product0_.name as name5_4_0_, product0_.price as price6_4_0_, product0_.seller_id as seller_i8_4_0_, product0_.title as title7_4_0_ from Product product0_ where product0_.id=2
[2024-09-17 00:02:36:1307712][clientInboundChannel-206] INFO  p6spy - took 0 ms | 
[2024-09-17 00:02:36:1307712][clientInboundChannel-206] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getProductByProductId' task was executed successfully by ProductServiceImpl: 'getProductByProductId', estimated time: 3 ms, used memory: 0 bytes
[2024-09-17 00:02:36:1307712][clientInboundChannel-206] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: duwan
[2024-09-17 00:02:36:1307714][clientInboundChannel-206] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='duwan'
[2024-09-17 00:02:36:1307714][clientInboundChannel-206] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 2 ms, used memory: 112552 bytes
[2024-09-17 00:02:36:1307714][clientInboundChannel-206] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ChatServiceImpl.createChat' task with parameters: dto: ChatRequestDTO(owner=2, productId=2, message=왓더뿩!)
[2024-09-17 00:02:36:1307716][clientInboundChannel-206] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:02:36:1307717][clientInboundChannel-206] INFO  p6spy - took 0 ms | select product0_.id as id1_4_0_, product0_.createdAt as createda2_4_0_, product0_.modifiedAt as modified3_4_0_, product0_.content as content4_4_0_, product0_.name as name5_4_0_, product0_.price as price6_4_0_, product0_.seller_id as seller_i8_4_0_, product0_.title as title7_4_0_ from Product product0_ where product0_.id=2
[2024-09-17 00:02:36:1307719][clientInboundChannel-206] INFO  p6spy - took 0 ms | insert into Chat (createdAt, modifiedAt, delete_yn, message, owner_id, product_id, sendDate) values ('2024-09-17T00:02:36.532+0900', '2024-09-17T00:02:36.532+0900', false, '왓더뿩!', 2, 2, '2024-09-17T00:02:36.532+0900')
[2024-09-17 00:02:36:1307719][clientInboundChannel-206] INFO  o.threefour.ddip.aop.LoggingAspect - 'ChatServiceImpl.createChat' task was executed successfully by ChatServiceImpl: 'createChat', estimated time: 5 ms, used memory: 112800 bytes
[2024-09-17 00:02:36:1307727][clientInboundChannel-206] INFO  p6spy - took 7 ms | 
[2024-09-17 00:03:05:1336765][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chatrooms'
[2024-09-17 00:03:05:1336769][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chatrooms', status code: 200, estimated time: 4ms, used memory: 642256 bytes
[2024-09-17 00:03:05:1336780][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/jquery/jquery.min.js'
[2024-09-17 00:03:05:1336780][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/stomp-websocket/stomp.min.js'
[2024-09-17 00:03:05:1336780][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/sockjs-client/sockjs.min.js'
[2024-09-17 00:03:05:1336780][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Received request for '/css/bootstrap.min.css'
[2024-09-17 00:03:05:1336780][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Received request for '/css/style.css'
[2024-09-17 00:03:05:1336780][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/css/chat-list.css'
[2024-09-17 00:03:05:1336781][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/stomp-websocket/stomp.min.js', status code: 200, estimated time: 1ms, used memory: 620256 bytes
[2024-09-17 00:03:05:1336781][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/css/chat-list.css', status code: 200, estimated time: 1ms, used memory: 620256 bytes
[2024-09-17 00:03:05:1336782][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/sockjs-client/sockjs.min.js', status code: 200, estimated time: 2ms, used memory: 620256 bytes
[2024-09-17 00:03:05:1336782][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/css/style.css', status code: 200, estimated time: 2ms, used memory: 620256 bytes
[2024-09-17 00:03:05:1336782][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/css/bootstrap.min.css', status code: 200, estimated time: 2ms, used memory: 620256 bytes
[2024-09-17 00:03:05:1336782][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/jquery/jquery.min.js', status code: 200, estimated time: 2ms, used memory: 620256 bytes
[2024-09-17 00:03:05:1336783][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/js/chat-list.js'
[2024-09-17 00:03:05:1336784][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Received request for '/js/jquery-3.3.1.min.js'
[2024-09-17 00:03:05:1336784][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Received request for '/js/bootstrap.min.js'
[2024-09-17 00:03:05:1336785][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/js/jquery-3.3.1.min.js', status code: 200, estimated time: 1ms, used memory: 380480 bytes
[2024-09-17 00:03:05:1336785][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/js/bootstrap.min.js', status code: 200, estimated time: 1ms, used memory: 380480 bytes
[2024-09-17 00:03:05:1336797][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/js/chat-list.js', status code: 200, estimated time: 14ms, used memory: 380480 bytes
[2024-09-17 00:03:05:1336814][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/js/api.js'
[2024-09-17 00:03:05:1336815][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/js/api.js', status code: 200, estimated time: 1ms, used memory: 210800 bytes
[2024-09-17 00:03:05:1336818][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms'
[2024-09-17 00:03:05:1336818][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/products'
[2024-09-17 00:03:05:1336820][http-nio-8080-exec-5] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getAllProductBySellerId' task with parameters: sellerId: 2
[2024-09-17 00:03:05:1336820][http-nio-8080-exec-4] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getAllProductBySellerId' task with parameters: sellerId: 2
[2024-09-17 00:03:05:1336823][http-nio-8080-exec-5] INFO  p6spy - took 0 ms | select product0_.id as id1_4_, product0_.createdAt as createda2_4_, product0_.modifiedAt as modified3_4_, product0_.content as content4_4_, product0_.name as name5_4_, product0_.price as price6_4_, product0_.seller_id as seller_i8_4_, product0_.title as title7_4_ from Product product0_ left outer join Member member1_ on product0_.seller_id=member1_.id where member1_.id=2
[2024-09-17 00:03:05:1336823][http-nio-8080-exec-4] INFO  p6spy - took 0 ms | select product0_.id as id1_4_, product0_.createdAt as createda2_4_, product0_.modifiedAt as modified3_4_, product0_.content as content4_4_, product0_.name as name5_4_, product0_.price as price6_4_, product0_.seller_id as seller_i8_4_, product0_.title as title7_4_ from Product product0_ left outer join Member member1_ on product0_.seller_id=member1_.id where member1_.id=2
[2024-09-17 00:03:05:1336823][http-nio-8080-exec-5] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getAllProductBySellerId' task was executed successfully by ProductServiceImpl: 'getAllProductBySellerId', estimated time: 3 ms, used memory: 231768 bytes
[2024-09-17 00:03:05:1336823][http-nio-8080-exec-4] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getAllProductBySellerId' task was executed successfully by ProductServiceImpl: 'getAllProductBySellerId', estimated time: 3 ms, used memory: 231768 bytes
[2024-09-17 00:03:05:1336824][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/products', status code: 200, estimated time: 6ms, used memory: 459688 bytes
[2024-09-17 00:03:05:1336825][http-nio-8080-exec-5] INFO  p6spy - took 1 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, chat0_.sendDate as col_2_0_, chat0_.owner_id as col_3_0_, product1_.seller_id as col_4_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member2_ on chat0_.owner_id=member2_.id where chat0_.delete_yn=0 and chat0_.owner_id=2 and chat0_.sendDate=(select max(chat4_.sendDate) from Chat chat4_ where chat4_.product_id=chat0_.product_id and chat4_.owner_id=2 and chat4_.delete_yn=0)
[2024-09-17 00:03:05:1336827][http-nio-8080-exec-5] INFO  p6spy - took 1 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:03:05:1336828][http-nio-8080-exec-5] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:03:05:1336829][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms', status code: 200, estimated time: 11ms, used memory: 459688 bytes
[2024-09-17 00:03:05:1336831][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/sockjs-client/sockjs.min.js.map'
[2024-09-17 00:03:05:1336833][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/sockjs-client/sockjs.min.js.map', status code: 200, estimated time: 2ms, used memory: 177664 bytes
[2024-09-17 00:03:05:1336834][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Received request for '/img/trend/bs-1.jpg'
[2024-09-17 00:03:05:1336835][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/img/trend/bs-1.jpg', status code: 200, estimated time: 1ms, used memory: 481560 bytes
[2024-09-17 00:03:07:1338234][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms/1'
[2024-09-17 00:03:07:1338237][http-nio-8080-exec-1] INFO  p6spy - took 1 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, product1_.title as col_2_0_, product1_.seller_id as col_3_0_, chat0_.owner_id as col_4_0_, chat0_.sendDate as col_5_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member2_ on (member2_.id=product1_.seller_id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member4_ on chat0_.owner_id=member4_.id where chat0_.product_id=1 and chat0_.delete_yn=0 order by chat0_.id
[2024-09-17 00:03:07:1338239][http-nio-8080-exec-1] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:03:07:1338240][http-nio-8080-exec-1] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:03:07:1338240][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms/1', status code: 200, estimated time: 6ms, used memory: 410064 bytes
[2024-09-17 00:03:10:1342049][http-nio-8080-exec-7] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: duwan
[2024-09-17 00:03:10:1342052][http-nio-8080-exec-7] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='duwan'
[2024-09-17 00:03:10:1342052][http-nio-8080-exec-7] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 3 ms, used memory: 0 bytes
[2024-09-17 00:03:10:1342053][clientInboundChannel-221] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getProductByProductId' task with parameters: productId: 1
[2024-09-17 00:03:10:1342055][clientInboundChannel-221] INFO  p6spy - took 0 ms | select product0_.id as id1_4_0_, product0_.createdAt as createda2_4_0_, product0_.modifiedAt as modified3_4_0_, product0_.content as content4_4_0_, product0_.name as name5_4_0_, product0_.price as price6_4_0_, product0_.seller_id as seller_i8_4_0_, product0_.title as title7_4_0_ from Product product0_ where product0_.id=1
[2024-09-17 00:03:10:1342056][clientInboundChannel-221] INFO  p6spy - took 0 ms | 
[2024-09-17 00:03:10:1342057][clientInboundChannel-221] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getProductByProductId' task was executed successfully by ProductServiceImpl: 'getProductByProductId', estimated time: 4 ms, used memory: 0 bytes
[2024-09-17 00:03:10:1342057][clientInboundChannel-221] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: duwan
[2024-09-17 00:03:10:1342058][clientInboundChannel-221] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='duwan'
[2024-09-17 00:03:10:1342059][clientInboundChannel-221] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 2 ms, used memory: 112672 bytes
[2024-09-17 00:03:10:1342059][clientInboundChannel-221] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ChatServiceImpl.createChat' task with parameters: dto: ChatRequestDTO(owner=2, productId=1, message=알빠노)
